-1.505334946505249460e+00,2.453394467917351829e+00,-4.075386859602164513e+00,5.064565783268889509e-01,2.099745337422677771e+00,-6.931051216666357817e+00,-1.684523210807360172e-01,-3.106987442714974068e-01,-1.844072743989359428e-02,-4.934232276206866885e+00
4.947293929707030635e-01,2.499595518616669843e+00,1.114844848302055436e+00,4.242375181382721516e-01,-1.877947786712590439e+00,-1.296793631900455601e+00,-1.740021338726361222e+00,2.978777628372140995e+00,-1.480376173725173272e+00,-2.461168864734015471e-01
-8.924493535670089406e-01,-2.503451927888566519e+00,-3.745577828725794034e-01,3.173975258796150722e+00,1.820950518996395262e+00,2.757170293236594460e+00,-6.720514295109272784e-02,-4.549205639610634400e+00,1.550991201503683969e+00,8.428226497365119696e-02
4.573883963197185487e+00,-1.473755704100577546e+00,9.242706363257917335e-02,-8.926119613408355358e-01,1.798936655951108854e+00,-3.317332088040846116e+00,-4.016657875646180709e-01,-7.735835561178719955e-01,3.035257135242738435e+00,-2.862595837282969846e+00
2.326698983166911372e+00,-4.985710132448622489e-01,2.425490199400340163e+00,2.492706609842125332e+00,3.100588622237632763e-01,2.292304882238005881e+00,-2.231740989388896867e+00,-1.538371601657574583e+00,4.581249037932117463e-01,2.881810540314622693e-01
-3.048861303353048169e-01,3.676996401114875024e+00,3.147710929821172954e+00,1.083265704626479753e+00,-1.188732956600313528e+00,-1.645167969891756787e-01,-7.070295602301258642e-01,3.325256419368725069e-01,6.326540970139151732e-01,-5.891557638479850700e-01
-1.816368613124122788e+00,1.571672065724219580e+00,-1.180649848737409385e-01,1.230818451438883132e+00,-2.509804064087090669e+00,-6.132348049596445527e-01,-8.732753262345241962e-01,2.724032333100069536e+00,-1.377786891320051943e+00,3.948093718548602582e-01
-3.784381967154544668e+00,4.127934322482468832e-01,8.344544455260864968e-01,1.529938001622220378e+00,-1.080617581773091751e-01,2.265268308726445579e+00,2.144918494507543016e+00,-2.995563103348082734e+00,2.058100308410083734e+00,6.329190221516262094e-01
3.451410652788320821e+00,3.622552758556584207e-01,1.598399400916377333e+00,2.768756406854750995e+00,4.084816484040403872e-01,6.538056441551725051e-01,-4.110569385613322524e+00,7.446779420977571104e-03,-1.500751143178458591e+00,-5.362309125081788919e-01
7.755437181531665836e-01,4.120542929053522485e+00,-3.841137384461951187e-01,5.595614485294946316e-01,-1.875216446285724370e+00,-6.197296462614413137e+00,-2.239844748979766820e+00,4.389052929414691384e+00,-8.248389656770998002e-01,-3.324509346241320440e+00
-3.837486005693100388e+00,2.724936720681192970e+00,-3.462875596337581796e-01,1.642939529897287310e+00,-1.638356182498319047e+00,-2.817351024995485842e-01,-7.804064086554417246e-02,1.005145745460087170e+00,-1.372245332106933668e+00,9.827956882153129903e-02
3.589084331795284299e+00,-4.330456439992702578e+00,6.304947813732195705e-01,-1.602510826865568339e+00,-5.598145287320475116e-01,-1.686581808702314889e-01,1.313178607934531561e+00,3.718835381740711044e-01,3.953591771781264530e+00,2.104913166236840882e-01
1.404213537873723938e+00,-3.547807786090086402e-01,3.531386438447967624e-01,-1.937542014396671952e+00,6.789715734568620986e-01,-3.821313704936172839e-01,7.909327185162148277e-01,-3.556816489428407668e-02,6.301275490373899890e-01,-7.993852993222068382e-02
-3.386923809837231736e-01,8.325899728251914267e-01,-2.974776761874721454e-02,-2.710800678997437707e+00,2.843323752763211587e-01,-3.531706284922674133e+00,3.207725718838789764e+00,-2.183742936109668575e-01,3.785010708887029285e+00,-2.099053863766103589e+00
1.379495978609791118e+00,-2.071858415631342432e+00,-4.621124730573498596e+00,3.123778066446589730e+00,-1.503111580094103616e-01,-4.214021000397414340e+00,-3.725056105528182115e+00,2.439834838656299354e+00,-2.118338209790240789e+00,-2.470936192416699040e+00
-5.076252758256569741e+00,2.049817631401566587e+00,-5.180995048056746821e-01,9.018237946590181853e-01,-1.432268425459727990e+00,5.672990394968623062e-02,1.897803698936707306e+00,-1.450139319383718928e-01,2.788531993913951901e-01,2.712124595495505330e-01
2.572870544831163730e+00,3.368300866060208065e+00,2.612641645324042639e+00,-3.974668181992028870e+00,-5.700745285867899748e-01,-2.146827932714905796e+00,3.769666607185719331e-01,2.809743568328844532e+00,-1.846409376974429972e-01,-4.822656118648922519e-01
4.089758474433265789e+00,-1.266206845618089272e+00,3.767492761428918424e+00,-8.587884876863820516e-01,-2.072442398122705143e+00,2.126503379968302188e+00,-9.442013997578535545e-01,2.074855624977709478e+00,1.194527834220275198e+00,1.854037632455865614e+00
1.534640646800706776e+00,1.786020337205562969e+00,1.049629544868915909e+00,9.449040032271648348e-01,1.108190342822051644e+00,-3.131558514421205253e+00,-5.093648272008128863e-01,-1.347167495153926531e+00,2.603971472429159828e+00,-3.217966717710682545e+00
-1.132612500808937606e+00,9.400317499039507751e-01,1.424431334894620482e+00,-8.116132183198333516e-01,-1.113506931356603058e+00,1.443150839023397969e-01,1.716125884598478368e+00,1.688485579507774670e-01,1.777813854049059561e+00,3.041377907776351419e-01
-4.576509209610650331e+00,1.296014485397666727e+00,-2.838096292195395609e+00,-4.353102856563809686e-01,6.698043799653645713e-01,2.559229194920965011e-01,1.271920550826098895e+00,-4.326128113481274573e-01,-2.859252123639417054e+00,6.519782273715987175e-01
-2.108086150330615638e+00,1.691593019699420442e+00,1.184335262577048908e+00,6.359361211541113557e-01,8.772165070850109769e-01,1.228461952105776467e+00,1.171480543106310224e+00,-2.659028528103973610e+00,9.705319088463716382e-01,-1.297917421413242733e-01
-2.457183187492315124e+00,9.065670374351971761e-01,-2.146673388741938915e+00,-1.206919918739844277e+00,3.159096968455971322e+00,-7.548332599016341904e-01,1.998512660386610129e+00,-3.257341023453915518e+00,-2.987420023778787903e-01,-1.159822028039347197e+00
-3.025960946832660703e+00,-1.545551306971466365e+00,-4.449763387194151654e-01,3.260874027275076248e+00,-2.142991438874715548e+00,2.399398393647682148e+00,-7.116646683057943623e-02,-1.292437619663403814e-01,3.059483813367254723e-01,1.548985792572919795e+00
-8.064527871879888510e-01,-9.621861699334146589e-01,1.947657246112149132e-01,-3.147675711634784435e+00,-2.531884485862773371e+00,-2.892972013946082388e-01,2.858932126485015157e+00,2.862286054641678845e+00,1.502337524493057241e+00,1.539774737984774600e+00
1.745180345591712534e+00,-3.540698339059110758e-03,2.089962791260820962e-01,-7.097788095448984702e-01,-6.168225638753356277e-01,-1.211115090424503271e-01,-1.313705945271907316e+00,2.066935906096180275e+00,-1.647004118387523031e+00,5.608085901451906885e-01
7.218311127767272906e-01,-5.544056285503212722e-01,4.423944238754718566e-02,-6.718427408137368495e-01,-4.110513776076718528e+00,4.603781648589418962e-01,-1.598111174925987532e+00,6.030052756026138105e+00,-2.911583024471342096e+00,2.531709846016571230e+00
-3.225570185127931033e+00,1.220806756610055999e+00,-2.468709496484884802e+00,4.810620564924447784e+00,-1.745688516096916887e+00,-2.824763537653660617e+00,-2.027797024182085739e+00,1.165334429362324897e+00,-6.466514412741858342e-01,-2.069432142130591679e+00
-1.774241500103767244e+00,8.456269022805527058e-01,-8.403725583872297955e-01,3.336977653247490849e+00,2.749628295152886981e+00,6.265415159360772090e-01,-9.675176413127084540e-01,-4.439896170271182108e+00,-2.136337433609318548e-01,-1.556430216959934221e+00
8.524154293047694897e-02,2.881639474902745190e-01,9.255564130288478075e-02,-3.177027342967994272e+00,8.692634347036320985e-01,6.433103663486523516e-01,1.613134683136728365e+00,2.780263922292832562e-02,-7.641815892404084654e-01,1.000799234980743746e+00
3.178660557343300663e+00,-2.777287101595220520e+00,-1.214992765084725868e+00,-3.360232893526980735e+00,-8.351836546497974634e-02,-1.781559621723269649e+00,7.869695600438725291e-01,2.307759796713913403e+00,6.237190204440844488e-01,7.483335641241585512e-02
